Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-10T19:25:46.741Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","15996","2646","375717","2173","396532","0.21"
"2025-10-10T19:23:12.118Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","125401","93929","1571447","7473","1798250","1.16"
"2025-10-10T19:19:15.516Z","On-Demand","claude-4.5-sonnet-thinking","No","92227","74155","690993","2751","860126","0.65"
"2025-10-10T18:48:24.779Z","On-Demand","claude-4.5-sonnet-thinking","No","101620","86943","250491","2097","441151","0.51"
"2025-10-10T18:43:51.681Z","On-Demand","claude-4.5-sonnet-thinking","No","26452","75041","2559393","8033","2668919","1.01"
"2025-10-10T18:39:53.888Z","On-Demand","claude-4.5-sonnet-thinking","No","14536","67938","269615","2138","354227","0.19"
"2025-10-10T18:38:37.943Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","88102","60527","83498","719","232846","0.39"
"2025-10-10T18:32:18.866Z","On-Demand","claude-4.5-sonnet-thinking","No","19398","54063","385697","2012","461170","0.24"
"2025-10-10T18:29:37.052Z","On-Demand","claude-4.5-sonnet-thinking","No","18235","49629","417938","2395","488197","0.26"
"2025-10-10T18:28:04.402Z","On-Demand","claude-4.5-sonnet-thinking","No","45870","36369","140090","888","223217","0.24"
"2025-10-10T18:23:50.617Z","On-Demand","claude-4.5-sonnet-thinking","No","29128","22229","603334","5416","660107","0.39"
"2025-10-10T18:22:35.199Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","40697","7119","147865","2176","197857","0.25"
"2025-10-10T17:56:22.953Z","On-Demand","claude-4.5-sonnet-thinking","No","14272","53278","837010","4456","909016","0.38"
"2025-10-10T17:54:05.717Z","On-Demand","claude-4.5-sonnet-thinking","No","102720","50449","496957","6000","656126","0.61"
"2025-10-10T17:42:58.057Z","On-Demand","claude-4.5-sonnet-thinking","No","78045","45561","655805","4716","784127","0.57"
"2025-10-10T17:38:49.036Z","On-Demand","claude-4.5-sonnet-thinking","No","14941","33174","1121837","6054","1176006","0.49"
"2025-10-10T17:37:53.021Z","On-Demand","claude-4.5-sonnet-thinking","No","72977","32899","1196","574","107646","0.29"
"2025-10-10T17:27:50.056Z","On-Demand","claude-4.5-sonnet-thinking","No","100612","57180","925748","6215","1089755","0.76"
"2025-10-10T17:20:32.965Z","On-Demand","claude-4.5-sonnet-thinking","No","15081","49772","1238147","6019","1309019","0.53"
"2025-10-10T17:16:45.610Z","On-Demand","claude-4.5-sonnet-thinking","No","80465","46186","686298","2361","815310","0.55"
"2025-10-10T17:13:41.568Z","On-Demand","claude-4.5-sonnet-thinking","No","21495","37265","1397858","6374","1462992","0.60"
"2025-10-10T17:12:02.674Z","On-Demand","claude-4.5-sonnet-thinking","No","80870","33886","686787","3599","805142","0.57"
"2025-10-10T17:00:27.343Z","On-Demand","claude-4.5-sonnet-thinking","No","6389","29505","348113","4420","388427","0.20"
"2025-10-10T16:58:21.756Z","On-Demand","claude-4.5-sonnet-thinking","No","69336","29487","205574","1451","305848","0.35"
"2025-10-10T16:50:38.204Z","On-Demand","claude-4.5-sonnet-thinking","No","244237","199112","3399050","20162","3862561","2.21"
"2025-10-10T16:48:38.117Z","On-Demand","claude-4.5-sonnet-thinking","No","144835","99526","12995","823","258179","0.57"
"2025-10-10T14:26:35.101Z","On-Demand","claude-4.5-sonnet-thinking","No","149951","109571","750250","2356","1012128","0.87"
"2025-10-10T14:20:01.332Z","On-Demand","claude-4.5-sonnet-thinking","No","143915","98682","180215","703","423515","0.62"
"2025-10-10T14:17:28.449Z","On-Demand","claude-4.5-sonnet-thinking","No","158625","118692","1409586","3352","1690255","1.15"
"2025-10-10T13:24:30.901Z","On-Demand","claude-4.5-sonnet-thinking","No","19509","355","675","926","21465","0.09"
"2025-10-10T13:19:03.357Z","On-Demand","claude-4.5-sonnet-thinking","No","146277","147461","1306138","4874","1604750","1.20"
"2025-10-10T13:04:43.581Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","136602","173568","2414072","7735","2731977","1.64"
"2025-10-10T12:46:37.327Z","On-Demand","claude-4.5-sonnet-thinking","No","6516","110904","840944","3342","961706","0.46"
"2025-10-10T12:45:41.947Z","On-Demand","claude-4.5-sonnet-thinking","No","9007","83028","106250","673","198958","0.11"
"2025-10-10T12:34:33.193Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","20435","110826","1127312","3721","1262294","0.63"
"2025-10-10T12:32:24.443Z","On-Demand","claude-4.5-sonnet-thinking","No","103206","94274","924560","5980","1128020","0.84"
"2025-10-10T12:15:52.706Z","On-Demand","claude-4.5-sonnet-thinking","No","12612","64963","381509","1636","460720","0.22"
"2025-10-10T12:14:47.151Z","On-Demand","claude-4.5-sonnet-thinking","No","97518","66602","185027","1542","350689","0.49"
"2025-10-10T12:11:47.118Z","On-Demand","claude-4.5-sonnet-thinking","No","5794","60667","154429","6830","227720","0.20"
"2025-10-10T12:10:06.314Z","On-Demand","claude-4.5-sonnet-thinking","No","77042","54751","0","2995","134788","0.35"
"2025-10-10T12:05:06.858Z","On-Demand","claude-4.5-sonnet-thinking","No","38140","61078","89387","2231","190836","0.32"
"2025-10-10T11:58:32.108Z","On-Demand","claude-4.5-sonnet-thinking","No","32580","21408","10685","2852","67525","0.17"
"2025-10-10T11:50:23.613Z","On-Demand","claude-4.5-sonnet-thinking","No","13674","47590","105475","2462","169201","0.26"
"2025-10-09T22:08:59.194Z","On-Demand","gemini-2.5-pro","No","0","50669","398721","1846","451236","0.21"
"2025-10-09T22:05:54.152Z","On-Demand","gemini-2.5-pro","No","0","87751","319546","4624","411921","0.25"
"2025-10-09T21:38:20.836Z","On-Demand","claude-4.5-sonnet-thinking","No","78360","46820","674992","3943","804115","0.58"
"2025-10-09T21:35:29.354Z","On-Demand","claude-4.5-sonnet-thinking","No","51610","37758","6615","7884","103867","0.27"
"2025-10-09T21:30:11.076Z","On-Demand","claude-4.5-sonnet-thinking","No","48035","34816","6634","4907","94392","0.25"
"2025-10-09T21:18:39.734Z","On-Demand","claude-4.5-sonnet-thinking","No","18828","32108","33039","3239","87214","0.13"
"2025-10-09T21:14:29.209Z","On-Demand","claude-4.5-sonnet-thinking","No","26715","56012","104071","2960","189758","0.30"
"2025-10-09T21:10:12.789Z","On-Demand","claude-4.5-sonnet-thinking","No","39649","14282","66079","2281","122291","0.20"
"2025-10-09T21:08:07.758Z","On-Demand","gpt-5","No","0","37719","13440","1197","52356","0.06"
"2025-10-09T20:51:25.129Z","On-Demand","claude-4.5-sonnet-thinking","No","30929","3682","65649","3291","103551","0.19"
"2025-10-09T20:48:28.578Z","On-Demand","claude-4.5-sonnet-thinking","No","29552","54","28670","210","58486","0.12"
"2025-10-09T19:27:37.246Z","On-Demand","claude-4.5-sonnet-thinking","No","14890","3254","6521","850","25515","0.07"
"2025-10-09T19:16:28.392Z","On-Demand","claude-4.5-sonnet-thinking","No","14046","3638","78708","1263","97655","0.10"
"2025-10-09T19:12:09.009Z","On-Demand","claude-4.5-sonnet-thinking","No","23206","1189","35367","1505","61267","0.12"
"2025-10-09T19:11:07.348Z","On-Demand","claude-4.5-sonnet-thinking","No","9455","35022","374417","1186","420080","0.18"
"2025-10-09T19:08:23.669Z","On-Demand","claude-4.5-sonnet-thinking","No","6413","36645","436288","2261","481607","0.21"
"2025-10-09T19:05:55.965Z","On-Demand","claude-4.5-sonnet-thinking","No","148838","32996","64594","1164","247592","0.61"
"2025-10-09T19:04:07.278Z","On-Demand","claude-4.5-sonnet-thinking","No","9478","31614","190864","1228","233184","0.13"
"2025-10-09T18:56:25.039Z","On-Demand","claude-4.5-sonnet-thinking","No","130876","27206","310111","2955","471148","0.64"
"2025-10-09T18:52:10.045Z","On-Demand","claude-4.5-sonnet-thinking","No","61100","25374","58780","1597","146851","0.28"
"2025-10-09T18:39:53.479Z","On-Demand","claude-4.5-sonnet-thinking","No","4437","22118","111034","733","138322","0.07"
"2025-10-09T18:37:55.947Z","On-Demand","claude-4.5-sonnet-thinking","No","44700","22345","123516","1308","191869","0.23"
"2025-10-09T18:36:22.691Z","On-Demand","claude-4.5-sonnet-thinking","No","2675","21332","161457","1042","186506","0.08"
"2025-10-09T18:35:38.344Z","On-Demand","claude-4.5-sonnet-thinking","No","4410","20708","155711","839","181668","0.08"
"2025-10-09T18:34:28.025Z","On-Demand","claude-4.5-sonnet-thinking","No","55395","20279","100279","1593","177546","0.27"
"2025-10-09T18:31:45.545Z","On-Demand","claude-4.5-sonnet-thinking","No","3370","17347","47590","664","68971","0.04"
"2025-10-09T18:29:13.167Z","On-Demand","claude-4.5-sonnet-thinking","No","99664","20455","48217","1017","169353","0.42"
"2025-10-09T18:27:05.676Z","On-Demand","claude-4.5-sonnet-thinking","No","3445","15114","44168","682","63409","0.04"
"2025-10-09T18:22:58.162Z","On-Demand","claude-4.5-sonnet-thinking","No","50938","18416","270390","1998","341742","0.32"
"2025-10-09T18:20:30.200Z","On-Demand","claude-4.5-sonnet-thinking","No","1277","13365","42878","721","58241","0.03"
"2025-10-09T18:18:23.968Z","On-Demand","claude-4.5-sonnet-thinking","No","2813","14771","126435","1055","145074","0.07"
"2025-10-09T18:16:54.810Z","On-Demand","claude-4.5-sonnet-thinking","No","2662","13801","122942","1205","140610","0.07"
"2025-10-09T18:14:58.663Z","On-Demand","claude-4.5-sonnet-thinking","No","82062","12181","41044","948","136235","0.34"
"2025-10-09T18:12:28.135Z","On-Demand","claude-4.5-sonnet-thinking","No","16366","4749","28098","4816","54029","0.15"
"2025-10-09T18:09:01.072Z","On-Demand","claude-4.5-sonnet-thinking","No","21304","842","775","3520","26441","0.13"
"2025-10-09T17:43:33.101Z","On-Demand","claude-4.5-sonnet-thinking","No","0","86535","146818","1146","234499","0.10"
"2025-10-09T17:41:15.429Z","On-Demand","claude-4.5-sonnet-thinking","No","292628","87923","310755","1997","693303","1.27"
"2025-10-09T17:31:53.937Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","140272","77959","5858","5025","229114","0.62"
"2025-10-09T15:08:44.797Z","On-Demand","claude-4.5-sonnet-thinking","No","15795","811","6626","3294","26526","0.11"
"2025-10-09T14:55:31.419Z","On-Demand","claude-4.5-sonnet-thinking","No","13512","755","6620","3198","24085","0.10"
"2025-10-09T14:36:33.469Z","On-Demand","claude-4.5-sonnet-thinking","No","15018","131254","1168436","2456","1317164","0.64"
"2025-10-09T14:32:06.476Z","On-Demand","claude-4.5-sonnet-thinking","No","446481","92000","1185370","4049","1727900","2.17"
"2025-10-09T14:17:20.583Z","On-Demand","claude-4.5-sonnet-thinking","No","359001","324402","1530367","19015","2232785","2.90"
